Candidate Id,Location,Current Annual Salary,Current Salary Currency ,Current Salary Type,Expected Annual Salary,Expected Salary Currency,Total Experience in years,Current Industry,Current Fuction,Relocation Cities ,Notice Period in days,Current Job Title,Data Source
A9762,New Delhi,17.5,INR,ANNUAL,17.5,INR,8.5,IT | Information Technology and Services#IT | Information Services#Financial | Banking,IT Software#Program Management#Project Management,,15,Job Title  Operations Manager Role  Project Manager PMO,INTERNAL DATABASE
A12226,Bengaluru,3,,ANNUAL,3,INR,1.75,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A13037,Mumbai,4,INR,ANNUAL,4,INR,6,Education | Professional Training & Coaching#Energy and Utilities | Telecommunications#Consumer | Retail,"Customer Service, BPO#Education#Retail, wholesale - specific",,0,Freelance soft skill trainer,DIRECT
A9691,Delhi,12,INR,ANNUAL,12,INR,4.6,Energy and Utilities | Oil & Energy#Financial | Capital Markets#Transport | Logistics and Supply Chain,"Analytics, Business Intelligence#Oil & Gas - specific#Supply Chain, Logistics",,30,Data analyst,INTERNAL DATABASE
A8117,Bengaluru/Bangalore,25,INR,ANNUAL,25,INR,19.25,"Construction | Building Materials, Manufacturing | Mechanical or Industrial Engineering, IT | Information Technology and Services",Accounting OperationsAccounts PayableAccounts ReceivableFinanceAuditingBudgetingFinancial StatementsFinancial ReportingPaymentsBanking,,10,Virtual Finance Controller,INTERNAL DATABASE
A10119,noida,24,INR,ANNUAL,24,INR,14,IT | Information Technology and Services,IT Software,,90,project manager,INTERNAL DATABASE
A12884,,,,ANNUAL,,,,Manufacturing | Mechanical or Industrial Engineering,,,,Junior Manager Application,LINKEDIN
A10286,Mumbai,14,INR,ANNUAL,14,INR,2,IT | Information Technology and Services,Consulting#IT Software,,60,"Assistant Operations Manager,Department Academic Mentor,Summer Intern,...more",INTERNAL DATABASE
A10892,Gurgaon,8.8,INR,ANNUAL,8.8,INR,5.7,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"Analytics, Business Intelligence#Business Development#IT Software",,90,Business System Analyst in United Health Group,INTERNAL DATABASE
A12746,Bengaluru,,,ANNUAL,6,INR,3.25,"ITSoftware,Software Services",IT Software,,,Devops Engineer,INDEED.COM
A9213,navi mumbai,25,INR,ANNUAL,25,INR,3,Professional Services | Human Resources,"Customer Service, BPO#Financial Services, Banking, Investments, Insurance - specific#Management",,15,sourcing executive,INTERNAL DATABASE
A9763,Gurgaon,20,INR,ANNUAL,20,INR,16,Professional Services | Executive Office#Consumer | Consumer Services#IT | Information Technology and Services,"Telecom, ISP#Program Management#Product Management",,60,New Product Devlopment,INTERNAL DATABASE
A13982,Bangalore,4,,ANNUAL,7,INR,2,IT | Computer Software,IT Software,,60,Senior system Engineer,INDEED
A9263,Gurgaon,8,INR,ANNUAL,8,INR,1.5,"IT | Information Technology and Services#Professional Services | Market Research#Entertainment, Media | Online Media","Analytics, Business Intelligence#Marketing#Research",,15,Business Analyst in Marketing and Business Development,INTERNAL DATABASE
A12542,Mumbai,13,,ANNUAL,13,INR,9.01,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12958,Kolkata,8,,ANNUAL,14,INR,5.5,IT | Information Services#IT | Information Technology and Services#IT | Outsourcing/Offshoring,Engineering#IT Software#Consulting,,90,IT Analyst,INDEED
A9765,Chandigarh,28,INR,ANNUAL,28,INR,12.5,IT | Information Technology and Services#IT | Computer Software#IT | Outsourcing/Offshoring,Consulting#IT Software#Product Management,,90,Lead Consultant,INTERNAL DATABASE
A10411,Pune,7.5,INR,ANNUAL,7.5,INR,0,IT | Computer Software#IT | Outsourcing/Offshoring,"Human Resources, Recruitment#Engineering",,30,Associate Software Engineer,INTERNAL DATABASE
A8835,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,Associate Projects,LINKEDIN
A7916,Hyderabad,6.5,,ANNUAL,6.5,INR,5.28,"IT , Computer Software","IT Software,Health Care Provider - specific",,,"Software Engineer, Programmer",MONSTERDB
A12482,Bangalore,12,INR,ANNUAL,12,INR,2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"Design, Creative, User Experience#Engineering#IT Software",,90,Software Developer,INDEED.COM
A13579,Chandigarh,,,ANNUAL,,,,"Manufacturing | Electrical,Electronic Manufacturing",,,,Engg.,LINKEDIN
A8155,Hyderabad,12,INR,ANNUAL,12,INR,3.54,IT | Computer Software,"web development, Design, Creative, User Experience, Project Design",,60,Analyst,LINKEDIN MESSAGING
A14381,Bangalore,3.84,INR,MONTHLY,3.84,INR,2.1,IT | Computer Software#Consumer | Retail#Consumer | Apparel & Fashion,"Fashion Designing, Merchandising#IT Software#Supply Chain, Logistics",,90,Senior Systems Engineer,DIRECT
A11250,Bengaluru,7,INR,ANNUAL,7,INR,1,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software,,60,Java developer,INTERNAL DATABASE
A12588,Hyderabad,3,,ANNUAL,4,INR,2.2,"Construction | Engineering, Procurement, Construction#Transport | Transportation/Trucking/Railroad#Professional Services | Staffing and Recruiting",IT Software,,30,java developer,MONSTER
A12069,Bengaluru,3,,ANNUAL,3,INR,1.75,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A11774,Bengaluru,2.2,,ANNUAL,2.2,INR,1.42,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A7797,Hyderabad,7.2,,ANNUAL,7.2,INR,7.28,"IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,"Software Engineer, Programmer",MONSTERDB
A10561,Gurgaon,7.5,INR,ANNUAL,7.5,INR,3,Manufacturing | Industrial Automation#Professional Services | Management Consulting#Professional Services | Market Research,"Analytics, Business Intelligence#Engineering",,15,Senior Research Executive,INTERNAL DATABASE
A8536,Delhi,3,INR,ANNUAL,3,INR,5.18,Professional Services | Human Resources,"Human Resources, Recruitment",,10,Consultant,INTERNAL DATABASE
A11613,New Delhi,10,INR,ANNUAL,10,INR,19,Consumer | Consumer Electronics#Energy and Utilities | Wireless#Manufacturing | Electrical/Electronic Manufacturing,Manufacturing#Product Management#Project Management,,30,"Production Manager,Production Manager,Assistant Manager",INTERNAL DATABASE
A10304,Hyderabad,8,INR,ANNUAL,8,INR,1.5,Manufacturing | Mechanical or Industrial Engineering#Financial | Banking#IT | Computer Software,"Analytics, Business Intelligence#Engineering#Strategy, Planning",,30,"Research Analyst,Design Engineer",INTERNAL DATABASE
A9088,Mumbai,7,INR,ANNUAL,7,INR,6,Professional Services | Human Resources,"Human Resources, Recruitment",,30,Manager  HR,INTERNAL DATABASE
A12512,Gurgaon,5,,ANNUAL,5,INR,2.58,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A11403,Bengaluru,,,ANNUAL,,INR,2.05,IT | Internet,Other,,,,MONSTERDB
A9900,Gurgaon,4.2,INR,ANNUAL,4.2,INR,3,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,"Business Development#Analytics, Business Intelligence#IT Software",,90,Engineer as an Operational Analyst,INTERNAL DATABASE
A13070,Hyderabad,,,ANNUAL,,INR,3.03,IT | Computer Software,IT Software,,,,MONSTER
A11562,Bengaluru,2.85,,ANNUAL,2.85,INR,1.5,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A9513,Hyderabad,13,INR,ANNUAL,13,INR,3,"Consumer | Retail#Entertainment, Media | Writing and Editing#IT | Information Technology and Services",Sales#Marketing#IT Software,,30,"Millennium Fellow,Summer Intern,Technical Analyst - CRM, Certified Trainer,...more",INTERNAL DATABASE
A11192,Delhi,,,ANNUAL,,INR,3.05,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A9907,Pune,6,INR,ANNUAL,6,INR,1.7,IT | Computer Software,"Analytics, Business Intelligence",,30,"Content Developer,Intern",INTERNAL DATABASE
A13349,,,,ANNUAL,7.8,INR,8.1,IT | Computer Software,IT Software,,,Team Leader,MONSTER
A10537,Chandigarh,15,INR,ANNUAL,15,INR,5,Energy and Utilities | Oil & Energy,Engineering#Oil & Gas - specific#Sales,,15,Technical Professional,INTERNAL DATABASE
A13266,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,Sr.Software Engineer,LINKEDIN
A7393,New Delhi,7,INR,ANNUAL,7,INR,7.77,"Construction | Engineering, Procurement, Construction, Energy and Utilities | Solar / Solectric Solutions",Electrical Solutions Design / Consulting,,30,manager design,INTERNAL DATABASE
A7896,Hyderabad,4.2,,ANNUAL,4.2,INR,6.32,"IT , Computer Software,Education , E-Learning","IT Software,Sales",,,"Software Test Engineer, Quality Assurance - Manager",MONSTERDB
A10267,Delhi,28,INR,ANNUAL,28,INR,13,IT | Internet#IT | Information Technology and Services,"Business Development#Sales#Strategy, Planning",,30,Sr Manager Global Enterprise Business,INTERNAL DATABASE
A9350,Neemuch,10,INR,ANNUAL,10,INR,8,Manufacturing | Electrical/Electronic Manufacturing#Manufacturing | Production,Production,,90,Recruiter,INTERNAL DATABASE
A7558,Hyderabad,7,INR,ANNUAL,7,INR,5.38,"IT | Information Technology and Services, IT | Computer Software",Quality Assurance,,45,SOftware Testing Engineer,INTERNAL DATABASE
A13286,Delhi,,,ANNUAL,14.45,INR,10,IT | Computer Software,IT Software,,,Team Leader,MONSTER
A7827,Hyderabad,11,,ANNUAL,11,INR,6.39,"IT , Computer Hardware,IT , Computer Software","IT Software,Other",,,"Technical Support Engineer, System Analyst, Tech Architect",MONSTERDB
A13135,Hyderabad,,,ANNUAL,4.1,INR,3,IT | Computer Software,Other,,,Other Roles,MONSTERDB
A14289,Bengaluru,3.6,INR,ANNUAL,6,INR,2.4,Education | Education Management,"Design, Creative, User Experience#IT Software#Engineering",,15,Sr Web Developer,DIRECT
A11547,Anywhere in south,3,,ANNUAL,3,INR,4,"ITSoftware,Software Services",,,,,INDEED.COM
A12576,Bangalore,6,,ANNUAL,9,INR,3.2,IT | Computer Software,IT Software,,15,Sse,INDEED
A13433,Noida,,,ANNUAL,,INR,9,IT | Computer Software,"IT Software,Sales",,,Business Analyst,MONSTERDB
A8862,Mumbai,6.5,INR,ANNUAL,6.5,INR,9.34,"Ads, PR, Events | Marketing and Advertising#Ads, PR, Events | Public Relations and Communications#Ads, PR, Events | Events Services",Advertising#Production#Marketing,,15,Deputy Manager,INTERNAL DATABASE
A14374,Bengaluru,6.4,INR,ANNUAL,7,INR,2.5,IT | Information Technology and Services#IT | Computer Software,IT Software,,0,Software developer,DIRECT
A9980,Delhi,20,INR,ANNUAL,20,INR,13,IT | Computer Software#IT | Information Technology and Services,IT Software,,60,Technical manager,INTERNAL DATABASE
A10388,Noida,2.5,INR,ANNUAL,2.5,INR,1.8,IT | Computer Software,IT Software,,15,Sql developer,INTERNAL DATABASE
A13672,NCR,,,ANNUAL,,,10,"Banking,Financial Services,Broking",,,,Assistant Vice President,INDEED.COM
A14222,Bengaluru,,,ANNUAL,8,INR,3.6,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"Financial Services, Banking, Investments, Insurance - specific#IT Software",,60,Software Engineer,INDEED
A10106,Faridabad,17.5,INR,ANNUAL,17.5,INR,18,IT | Computer Software#IT | Internet#IT | Information Technology and Services,IT Software#Project Management#Product Management,,30,Project Manager,INTERNAL DATABASE
A13093,Hyderabad,8,,ANNUAL,14,INR,5.2,IT | Computer Software,IT Software#Project Design,,30,Senior Application Engineer,INDEED
A12393,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,Sr.System Exicutive,LINKEDIN
A9987,Faridabad,16,INR,ANNUAL,16,INR,16,IT | Computer & Network Security,Project Management,,60,Project Manager,INTERNAL DATABASE
A13035,Delhi,,,ANNUAL,,INR,11.05,IT | Computer Software,IT Software,,,Team Leader,MONSTER
A12332,Bengaluru,,,ANNUAL,,INR,1.02,IT | Computer Software,IT Software,,,,MONSTER
A10896,Gurgaon,11,INR,ANNUAL,11,INR,4.8,"IT | Information Technology and Services#Ads, PR, Events | Marketing and Advertising#IT | Internet",Business Development#IT Software#Pre-sales / Technical Sales,,60,Associate Manager,INTERNAL DATABASE
A9729,Hyderabad,,,ANNUAL,,INR,5,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12257,NCR,2.75,,ANNUAL,2.75,INR,1.75,"ITSoftware,Software Services",IT Software,,,Java Programmer,INDEED.COM
A13503,,,,ANNUAL,,,,Manufacturing | Mechanical or Industrial Engineering,,,,Design Engineer,LINKEDIN
A13411,NCR,,,ANNUAL,,,10,"Advertising,PR,MR,Events",,,,Senior Art Director,INDEED.COM
A10336,Mumbai,14,INR,ANNUAL,14,INR,3.5,IT | Outsourcing/Offshoring#Education | E-Learning#Education | Education Management,Consulting#Education#Project Management,,90,Consultant,INTERNAL DATABASE
A9743,Hyderabad,5.05,,ANNUAL,5.05,INR,4.02,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A10409,Delhi,5.5,INR,ANNUAL,5.5,INR,4,Other#IT | Information Technology and Services#IT | Outsourcing/Offshoring,"Customer Service, BPO#Analytics, Business Intelligence#IT Software",,15,Client Servicing email communication,INTERNAL DATABASE
A11270,Bangalore,10,INR,ANNUAL,10,INR,4.9,"IT | Information Technology and Services#IT | Computer Software#Entertainment, Media | Music",IT Software#Product Management,,90,IT Analyst,INDEED
A13257,Hyderabad,,,ANNUAL,,INR,3.07,"Energy and Utilities | Telecommunications,IT | Internet","Customer Service, BPO,Customer Service, BPO,Customer Service, BPO,Telecom, ISP",,,Customer Service Executive (Non-voice),MONSTERDB
A13961,Bangalore,18,INR,MONTHLY,19.2,INR,3,IT | Information Services#IT | Information Technology and Services#IT | Computer Software,Consulting#Engineering#IT Software,,30,Hybrid mobile application developer,DIRECT
A9614,Mumbai,6,INR,ANNUAL,6,INR,0,IT | Information Technology and Services#IT | Information Services#Financial | Insurance,"Analytics, Business Intelligence#Research#IT Software",,30,Analyst,INTERNAL DATABASE
A12915,Mumbai,,,ANNUAL,5,INR,0,IT | Computer Software,IT Software#Project Management,,0,Software Developer and Project Manager,DIRECT
A12624,Bangalore,,,ANNUAL,5,INR,1.8,IT | Computer Software,IT Software,,15,web developer,INDEED.COM
A14230,Bangalore,2.4,INR,ANNUAL,2.4,INR,3.5,IT | Computer Software#IT | Information Technology and Services#IT | Information Services,"Design, Creative, User Experience#IT Software#Project Design",,30,Web  developer,MONSTERDB
A11082,Bangalore,9,INR,ANNUAL,9,INR,2.6,IT | Computer Software#IT | Information Technology and Services,"IT Software#Travel, Tours, Ticketing, Airlines - specific",,90,Senior Software Engineerr,DIRECT
A13165,Hyderabad,,,ANNUAL,,INR,4,Education | Education Management,Education,,,Others,MONSTERDB
A13587,Noida,18,,ANNUAL,22,INR,5,"Entertainment, Media | Entertainment#IT | Internet#Consumer | Retail",Product Management#Program Management#Marketing,,30,Senior Product Manager,DIRECT
A11732,Chennai,3.7,,ANNUAL,3.7,INR,1.83,"ITSoftware,Software Services",IT Software,,,Associate System Engineer,INDEED.COM
A8903,Mangalore,4.7,,ANNUAL,4.7,INR,6.01,"IT | Computer Software,Other",IT Software,,,"Animator, Web Master, Web Site Manager",MONSTER
A9615,Mumbai,25,INR,ANNUAL,25,INR,10,"Financial | Financial Services#Construction | Engineering, Procurement, Construction#Professional Services | Research","Analytics, Business Intelligence#Business Development#Financial Services, Banking, Investments, Insurance - specific",,60,Associate Director,INTERNAL DATABASE
A9845,Jaipur,6,INR,ANNUAL,6,INR,3.5,Financial | Accounting#Other,"Accounting, Auditing#Finance, Accounts",,15,Senior Internal Auditor,INDEED
A13904,Mumbai,,,ANNUAL,,,,IT | Information Technology and Services,,,,,DIRECT
A10170,Pune,10,INR,ANNUAL,10,INR,2,Professional Services | Management Consulting#Professional Services | Market Research#Professional Services | Research,"Analytics, Business Intelligence#Consulting#Research",,30,"Senior Research Analyst,Research Analyst,Junior Research Analyst,...more",INTERNAL DATABASE
A12718,Mumbai,,,ANNUAL,4.35,INR,1.58,"ITSoftware,Software Services",IT Software,,,System Engineer,INDEED.COM
A12018,Kolkata,,,ANNUAL,,INR,5,IT | Computer Software,"IT Software,Telecom, ISP",,,Software Engineer,MONSTERDB
A10088,karnal,12,INR,ANNUAL,12,INR,18,Consumer | Food & Beverages#Consumer | Cosmetics#Manufacturing | Chemicals,Packaging#Product Management#Purchasing,,30,HEAD,INTERNAL DATABASE
A12591,Hyderabad,,,ANNUAL,7.8,USD,3.58,"ITSoftware,Software Services",,,,Senior Software Engineer,INDEED.COM
A9495,Chennai,6,INR,ANNUAL,6,INR,6,Financial | Business and financial operations,"Analytics, Business Intelligence",,60,Team lead,INTERNAL DATABASE
A10585,Rewari,7,INR,ANNUAL,7,INR,5,Manufacturing | Industrial Automation,Electrical Solutions Design / Consulting#Engineering#Manufacturing,,30,ELECTRICAL MAINTENANCE ENGINEER,INTERNAL DATABASE
A11409,Bengaluru,,,ANNUAL,,INR,3.01,"IT | Information Technology and Services,IT | Internet","Marketing,Sales",,,Business Development Manager,MONSTERDB
A12215,Mumbai,10.45,,ANNUAL,10.45,USD,7,"ITSoftware,Software Services",,,,Associate Technical Lead,INDEED.COM
A8060,Pune,23,INR,ANNUAL,23,INR,8.78,IT | Information Technology and Services,"Finance, Accounts",,60,Finance Manager,INTERNAL DATABASE
A12744,Bengaluru,,,ANNUAL,,INR,1,"ITSoftware,Software Services",,,,Web Developer,INDEED.COM
A12645,Bangalore,2,,ANNUAL,5,INR,2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"Product Management#IT Software#Design, Creative, User Experience",,15,JAVA DEVELOPER,INDEED.COM
A9112,Pune,10,INR,ANNUAL,10,INR,6.5,IT | Computer Software,"Human Resources, Recruitment",,60,Lead HR,INTERNAL DATABASE
A10514,Hyderabad,7,INR,ANNUAL,7,INR,7,Manufacturing | Electrical/Electronic Manufacturing,Project Sales#Business Development#Marketing,,30,Junior Engineer,INTERNAL DATABASE
A8480,Mumbai,6,INR,ANNUAL,6,INR,6.18,Telecom and finance(ATM),"Project Management, Project Sales",,30,Project Lead,INTERNAL DATABASE
A9833,Delhi,17,INR,ANNUAL,17,INR,24,IT | Information Technology and Services#IT | Information Services#IT | Computer Software,"Project Management#Project Design#Customer Service, BPO",,30,Senior Manager Projects,INTERNAL DATABASE
A10177,Gurgaon,17,INR,ANNUAL,17,INR,2.7,Energy and Utilities | Power#Energy and Utilities | Renewables & Environment#Manufacturing | HVAC,Engineering#Electrical Solutions Design / Consulting#Management,,30,Engineer,INTERNAL DATABASE
A7409,Mumbai,25,INR,ANNUAL,25,INR,7.63,Consumer | Consumer Services#Other#IT | Information Technology and Services,"Marketing#Self Employed, Entrepreneur, Independent Consultant#Shipping",,15,AVP Marketing and Alliances,INTERNAL DATABASE
A13456,New Delhi,,,ANNUAL,,,,Manufacturing | Mechanical or Industrial Engineering,,,,Design Engineer,LINKEDIN
A7487,Hyderabad,10,INR,ANNUAL,10,INR,4.49,Energy and Utilities | Telecommunications,"Defence Forces, Security Services",,60,Software Engineer,INTERNAL DATABASE
A13706,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,IT Analyst,LINKEDIN
A7397,Mumbai,23,INR,ANNUAL,23,INR,10.76,Financial | Investment Banking,"Product Management, IT Software",,30,Associate,LINKEDIN
A11438,Bangalore,10,INR,ANNUAL,10,INR,3.3,Energy and Utilities | Oil & Energy#Financial | Insurance,"Analytics, Business Intelligence#IT Software",,90,Senior Software Engineer,DIRECT
A8031,Hyderabad,9.3,,ANNUAL,9.3,INR,7.28,"IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A13012,Chennai,2.5,,ANNUAL,3.5,INR,2,IT | Computer Software#IT | Internet#IT | Information Technology and Services,IT Software,,15,Software Developer,DIRECT
A9965,Mumbai,24,INR,ANNUAL,24,INR,14,Transport | Airlines/Aviation#IT | Information Technology and Services#Financial | Investment Banking,"Analytics, Business Intelligence#Project Management#Quality Assurance",,15,Senior Project Manager,INTERNAL DATABASE
A9359,Thane,10,INR,ANNUAL,10,INR,7,IT | Computer Software#IT | Information Technology and Services#IT | Outsourcing/Offshoring,"Human Resources, Recruitment",,15,Corporate HR,INTERNAL DATABASE
A11781,Bengaluru,3.4,,ANNUAL,3.4,INR,2.5,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A7529,Hyderabad,10,INR,ANNUAL,10,INR,6.39,IT | Computer Software,Quality Assurance,,60,Analyst QA,INTERNAL DATABASE
A9434,Delhi,14,INR,ANNUAL,14,INR,10,"Construction | Engineering, Procurement, Construction#Construction | Civil Engineering#Construction | Facilities Services","Engineering#Management#Architecture, Interior Design",,15,DGM,INTERNAL DATABASE
A12909,Hyderabad,6.6,,ANNUAL,12,INR,3,"Construction | Engineering, Procurement, Construction#Manufacturing | HVAC#Professional Services | Research","Analytics, Business Intelligence#Engineering#Project Design",,15,Product Design Engineer,RECOMMENDED
A10653,Lucknow,4,INR,ANNUAL,4,INR,4,Manufacturing | Production#Energy and Utilities | Solar / Solectric Solutions,"Design, Creative, User Experience#Project Management",,15,Product Design and Development Engineer,INTERNAL DATABASE
A10093,Bengaluru,8.5,INR,ANNUAL,8.5,INR,3.2,Consumer | Consumer Goods#Consumer | Food & Beverages#Professional Services | Management Consulting,"Consulting#Analytics, Business Intelligence#Business Development",,90,Analytics Consultant,INTERNAL DATABASE
A11263,Bengaluru,,,ANNUAL,,,,IT | Computer Software,,,,"Java,J2EE Developer",LINKEDIN
A8119,Hyderabad,2,INR,ANNUAL,2,INR,1.25,IT | Information Technology and Services,IT Software,,10,fresher,DIRECT
A11745,Bangalore,7,INR,ANNUAL,7,INR,2.3,IT | Computer Software#IT | Information Technology and Services,IT Software,,60,Software Engineer,INDEED.COM
A10706,hyderabad,0,INR,ANNUAL,0,INR,4,Energy and Utilities | Power#Manufacturing | Mechanical or Industrial Engineering#Manufacturing | Production,Manufacturing#Production#Project Management,,30,PROJECT ENGINEER,INTERNAL DATABASE
A13126,Hyderabad,,,ANNUAL,4.55,INR,3,IT | Computer Software,"IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Engineer,MONSTERDB
A7449,Delhi,14,INR,ANNUAL,14,INR,11.5,"IT | Computer & Network Security, IT | Computer Networking, Construction | Engineering, Procurement, Construction","Purchasing, IT Software, Financial Services, Banking, Investments, Insurance - specific",,10,Sales management advisor for Mid market Korea,INTERNAL DATABASE
A8354,"Hyderabad, Secunderabad",9.5,,ANNUAL,9.5,INR,9.21,"Projects,Infrastructure,Power,Energy, Financial Services,Stockbroking, Petroleum,Oil and Gas,Power",IT Software  Software Products & Services,,,Team Lead,TIMES JOBS
A8075,Pune,7,INR,ANNUAL,7,INR,1.88,"Manufacturing | Mechanical or Industrial Engineering, Financial | Banking, Construction | Construction","Financial Services, Banking, Investments, Insurance - specific, Accounting, Auditing, TAXATION",,45,INTERNAL AUDIT,INTERNAL DATABASE
A12050,Bangalore,10,INR,ANNUAL,10,INR,2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software,,30,Software Engineer,INDEED.COM
A12821,Gurgaon,24,,ANNUAL,40,INR,9,"Consumer | Consumer Goods#Consumer | Food & Beverages#Ads, PR, Events | Marketing and Advertising","Sales#Marketing#Self Employed, Entrepreneur, Independent Consultant",,30,Consultant Consumer Products,DIRECT
A9967,Noida,11,INR,ANNUAL,11,INR,20,Financial | Insurance#IT | Information Technology and Services#Education | Professional Training & Coaching,Management#IT Hardware#IT Software,,15,Manager IT,INTERNAL DATABASE
A8173,Mumbai,12.5,INR,ANNUAL,12.5,INR,6.02,"Agriculture, Dairy | Dairy, Construction | Construction","Corporate finance, project execution, debt Syndication, M&A.",,30,Sr Associate - Investment Banking,INTERNAL DATABASE
A11207,Bangalore,6.5,INR,ANNUAL,6.5,INR,2,IT | Computer Software,IT Software,,15,System engineer,INDEED.COM
A9533,Gurgaon,20,INR,ANNUAL,20,INR,14,IT | Information Technology and Services#IT | Computer Networking#IT | Computer Hardware,"IT Software#Project Management#Telecom, ISP",,15,Customer Project Manager,INTERNAL DATABASE
A10310,New Delhi,25,INR,ANNUAL,25,INR,8.5,"Ads, PR, Events | Public Relations and Communications#IT | Information Technology and Services#IT | Outsourcing/Offshoring",Business Development#Consulting#Sales,,15,"Senior E-commerce Consultant,Sr. Technical & Sales Executive,Sr. Associate- International Marketing",INTERNAL DATABASE
A14369,Navi Mumbai,,,ANNUAL,,,,IT | Computer Software,,,,,LINKEDIN
A8706,Pune,4.6,,ANNUAL,4.6,INR,4.15,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12968,Mumbai,,,ANNUAL,2.4,INR,1,IT | Information Technology and Services#IT | Computer Software#Other,IT Hardware,,15,UBR,DIRECT
A12931,Bangalore,4.8,,ANNUAL,10,INR,2,IT | Computer Software#IT | Information Technology and Services,IT Software,,30,Software developer,DIRECT
A9847,kota,7.8,INR,ANNUAL,7.8,INR,6,"Agriculture, Dairy | Farming#Financial | Financial Services#Financial | Banking","Administrative#Business Development#Financial Services, Banking, Investments, Insurance - specific",,30,State Leader,INTERNAL DATABASE
A10047,Delhi,10,INR,ANNUAL,10,INR,6,"Construction | Construction#Construction | Architecture & Planning#Construction | Engineering, Procurement, Construction","Strategy, Planning#Engineering#Management",,15,MANAGER,INTERNAL DATABASE
A9728,Hyderabad,8,,ANNUAL,8,INR,4.04,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12047,Bengaluru,2.05,,ANNUAL,2.05,INR,2.08,"ITSoftware,Software Services",IT Software,,,Software Developer,INDEED.COM
A9349,Hyderabad,6.5,INR,ANNUAL,6.5,INR,4.5,Financial | Banking#Financial | Financial Services#Financial | Capital Markets,"Financial Services, Banking, Investments, Insurance - specific#Analytics, Business Intelligence",,60,Counterparty Risk Analyst,INTERNAL DATABASE
A10369,Pune,5.5,INR,ANNUAL,5.5,INR,3,Professional Services | Market Research,"Analytics, Business Intelligence#Consulting#Research",,15,"Business Analyst, Consultant",INTERNAL DATABASE
A10714,pune,8,INR,ANNUAL,8,INR,6,Energy and Utilities | Utilities#Manufacturing | Paper & Forest Products#Manufacturing | Mechanical or Industrial Engineering,Engineering#Manufacturing#Project Management,,60,Project engineer,INTERNAL DATABASE
A12962,Kolkata,7.8,,ANNUAL,11,INR,3,IT | Computer Software#IT | Information Services,IT Software#Engineering,,30,Software Engineer one,INDEED
A11717,Bengaluru,4.65,,ANNUAL,4.65,INR,1.5,"ITSoftware,Software Services",IT Software,,,Application Development Analyst,INDEED.COM
A9771,Noida,20,INR,ANNUAL,20,INR,19,IT | Information Technology and Services#IT | Computer Software#IT | Outsourcing/Offshoring,Program Management#Project Management#IT Software,,15,Sr Project Manager,INTERNAL DATABASE
A9958,Pune,30,INR,ANNUAL,30,INR,12,Financial | Banking#Financial | Business and financial operations#IT | Information Technology and Services,Consulting#Program Management,,60,Senior Manager,INTERNAL DATABASE
A8860,New Delhi,36,INR,ANNUAL,36,INR,13.04,IT | Information Technology and Services,"Customer Service, BPO#Telecom, ISP#Management",,15,Head of Operations Assurance,INTERNAL DATABASE
A7569,Hyderabad,10,INR,ANNUAL,10,INR,6.28,Energy and Utilities | Telecommunications,"Integration, system testing, Functional Testing",,60,IT Analyst,INTERNAL DATABASE
A12989,Mumbai,6.5,,ANNUAL,9,INR,2,Energy and Utilities | Solar / Solectric Solutions#Transport | Automotive#Public Sector | Public Policy,"Analytics, Business Intelligence#Strategy, Planning#Writing, Editing, Content",,60,Design Engineer Renewable Energy,RECOMMENDED
A11679,Bengaluru,4.5,,ANNUAL,4.5,USD,4.83,"ITSoftware,Software Services",IT Software,,,,INDEED.COM
A9389,Delhi,12,INR,ANNUAL,12,INR,14,IT | Computer Software,IT Software,,15,Project Leader,INTERNAL DATABASE
